Serial No.,Flight Company,Flight ID,City Pair,Airports Pair,IATA Code Pair,Date,Class,Price (INR),Departure Time,Arrival Time
1784,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-05,Business,13419,00:45,04:45
1785,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-05,First,19170,00:45,04:45
1786,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-06,Economy,6504,06:00,07:00
1787,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-06,Business,11382,06:00,07:00
1788,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-06,First,16260,06:00,07:00
1789,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-20,Economy,7552,08:00,09:00
1790,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-20,Business,13216,08:00,09:00
1791,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-20,First,18880,08:00,09:00
1792,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-12,Economy,5277,15:30,16:30
1793,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-12,Business,9234,15:30,16:30
1794,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-12,First,13192,15:30,16:30
1795,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-08-01,Economy,3953,16:45,19:45
1796,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-08-01,Business,6917,16:45,19:45
1797,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-08-01,First,9882,16:45,19:45
1798,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-12-04,Economy,5214,08:00,11:00
1799,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-12-04,Business,9124,08:00,11:00
1800,SpiceJet,SG5365,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-12-04,First,13035,08:00,11:00
1801,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-15,Economy,5570,16:15,18:15
1802,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-15,Business,9747,16:15,18:15
1803,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-15,First,13925,16:15,18:15
1804,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-03-09,Economy,4915,17:30,20:30
1805,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-03-09,Business,8601,17:30,20:30
1806,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-03-09,First,12287,17:30,20:30
1807,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-05,Economy,4468,10:30,14:30
1808,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-05,Business,7819,10:30,14:30
1809,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-05,First,11170,10:30,14:30
1810,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-13,Economy,4222,16:15,20:15
1811,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-13,Business,7388,16:15,20:15
1812,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-13,First,10555,16:15,20:15
1813,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-12-08,Economy,4165,02:45,05:45
1814,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-12-08,Business,7288,02:45,05:45
1815,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-12-08,First,10412,02:45,05:45
1816,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-29,Economy,5784,17:30,18:30
1817,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-29,Business,10122,17:30,18:30
1818,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-29,First,14460,17:30,18:30
1819,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-04-18,Economy,3994,00:30,04:30
1820,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-04-18,Business,6989,00:30,04:30
1821,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-04-18,First,9985,00:30,04:30
1822,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-16,Economy,7547,14:15,15:15
1823,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-16,Business,13207,14:15,15:15
1824,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-01-16,First,18867,14:15,15:15
1825,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-08,Economy,7495,20:15,23:15
1826,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-08,Business,13116,20:15,23:15
1827,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-08,First,18737,20:15,23:15
1828,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-17,Economy,7524,00:45,03:45
1829,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-17,Business,13167,00:45,03:45
1830,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-17,First,18810,00:45,03:45
1831,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-12,Economy,4613,17:45,20:45
1832,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-12,Business,8072,17:45,20:45
1833,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-12,First,11532,17:45,20:45
1834,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-22,Economy,5538,22:15,02:15
1835,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-22,Business,9691,22:15,02:15
1836,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-22,First,13845,22:15,02:15
1837,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-14,Economy,4126,22:45,00:45
1838,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-14,Business,7220,22:45,00:45
1839,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-09-14,First,10315,22:45,00:45
1840,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-20,Economy,5433,15:00,19:00
1841,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-20,Business,9507,15:00,19:00
1842,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-20,First,13582,15:00,19:00
1843,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-24,Economy,4504,11:00,15:00
1844,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-24,Business,7882,11:00,15:00
1845,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2026-02-24,First,11260,11:00,15:00
1846,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-10-26,Economy,3583,18:15,20:15
1847,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-10-26,Business,6270,18:15,20:15
1848,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-10-26,First,8957,18:15,20:15
1849,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-31,Economy,5792,07:30,10:30
1850,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-31,Business,10136,07:30,10:30
1851,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-31,First,14480,07:30,10:30
1852,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-25,Economy,5438,05:00,06:00
1853,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-25,Business,9516,05:00,06:00
1854,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-11-25,First,13595,05:00,06:00
1855,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-20,Economy,6625,12:30,16:30
1856,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-20,Business,11593,12:30,16:30
1857,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-07-20,First,16562,12:30,16:30
1858,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-06,Economy,6132,07:15,09:15
1859,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-06,Business,10731,07:15,09:15
1860,Vistara,UK6432,Goa - Pune,Dabolim Airport - Pune Airport,GOI - PNQ,2025-06-06,First,15330,07:15,09:15
1861,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-05,Economy,4332,13:00,14:00
1862,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-05,Business,7581,13:00,14:00
1863,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-05,First,10830,13:00,14:00
1864,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-04-13,Economy,5790,12:15,13:15
1865,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-04-13,Business,10132,12:15,13:15
1866,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-04-13,First,14475,12:15,13:15
1867,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-10,Economy,3717,10:00,11:00
1868,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-10,Business,6504,10:00,11:00
1869,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-10,First,9292,10:00,11:00
1870,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-25,Economy,3906,08:15,12:15
1871,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-25,Business,6835,08:15,12:15
1872,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-25,First,9765,08:15,12:15
1873,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-08-24,Economy,3389,05:15,08:15
1874,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-08-24,Business,5930,05:15,08:15
1875,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-08-24,First,8472,05:15,08:15
1876,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-31,Economy,4229,06:45,09:45
1877,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-31,Business,7400,06:45,09:45
1878,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-31,First,10572,06:45,09:45
1879,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-15,Economy,7547,04:00,05:00
1880,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-15,Business,13207,04:00,05:00
1881,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-09-15,First,18867,04:00,05:00
1882,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-07,Economy,7737,22:00,00:00
1883,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-07,Business,13539,22:00,00:00
1884,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-10-07,First,19342,22:00,00:00
1885,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-05,Economy,4591,07:15,11:15
1886,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-05,Business,8034,07:15,11:15
1887,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-03-05,First,11477,07:15,11:15
1888,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-03,Economy,7605,18:30,20:30
1889,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-03,Business,13308,18:30,20:30
1890,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-03,First,19012,18:30,20:30
1891,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-17,Economy,4422,16:45,18:45
1892,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-17,Business,7738,16:45,18:45
1893,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-17,First,11055,16:45,18:45
1894,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-19,Economy,3672,04:15,08:15
1895,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-19,Business,6426,04:15,08:15
1896,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-01-19,First,9180,04:15,08:15
1897,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-04,Economy,5116,09:15,12:15
1898,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-04,Business,8953,09:15,12:15
1899,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-04,First,12790,09:15,12:15
1900,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-25,Economy,7227,03:00,05:00
1901,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-25,Business,12647,03:00,05:00
1902,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-05-25,First,18067,03:00,05:00
1903,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-15,Economy,7564,01:30,03:30
1904,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-15,Business,13237,01:30,03:30
1905,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-15,First,18910,01:30,03:30
1906,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-10,Economy,4448,00:15,03:15
1907,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-10,Business,7784,00:15,03:15
1908,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2026-02-10,First,11120,00:15,03:15
1909,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-18,Economy,6537,13:00,16:00
1910,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-18,Business,11439,13:00,16:00
1911,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-07-18,First,16342,13:00,16:00
1912,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-29,Economy,7454,07:00,10:00
1913,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-29,Business,13044,07:00,10:00
1914,Vistara,UK2568,Ahmedabad - Bengaluru,Sardar Vallabhbhai Patel International Airport - Kempegowda International Airport,AMD - BLR,2025-11-29,First,18635,07:00,10:00
